"location","year","jumps","proportion"
"Mongolia",2001,8,0.013490725126475547
"Heilongjiang",2001,0,0.0
"Jilin",2001,0,0.0
"Beijing",2001,0,0.0
"Hebei",2001,0,0.0
"Shandong",2001,0,0.0
"Henan",2001,0,0.0
"Jiangsu",2001,10,0.016863406408094434
"Anhui",2001,0,0.0
"Shanghai",2001,0,0.0
"Hubei",2001,3,0.00505902192242833
"Zhejiang",2001,0,0.0
"Tibet",2001,0,0.0
"Jiangxi",2001,21,0.03541315345699832
"Hunan",2001,24,0.04047217537942664
"Guizhou",2001,3,0.00505902192242833
"Fujian",2001,0,0.0
"Yunnan",2001,0,0.0
"Taiwan",2001,1,0.0016863406408094434
"Guangdong",2001,11,0.01854974704890388
"Guangxi",2001,12,0.02023608768971332
"HongKong",2001,0,0.0
"Outside",2001,22,0.03709949409780776
"Mongolia",2002,11,0.01394169835234474
"Heilongjiang",2002,1,0.0012674271229404308
"Jilin",2002,0,0.0
"Beijing",2002,0,0.0
"Hebei",2002,0,0.0
"Shandong",2002,1,0.0012674271229404308
"Henan",2002,0,0.0
"Jiangsu",2002,12,0.015209125475285171
"Anhui",2002,0,0.0
"Shanghai",2002,1,0.0012674271229404308
"Hubei",2002,0,0.0
"Zhejiang",2002,3,0.0038022813688212928
"Tibet",2002,0,0.0
"Jiangxi",2002,50,0.06337135614702155
"Hunan",2002,13,0.016476552598225603
"Guizhou",2002,10,0.012674271229404309
"Fujian",2002,3,0.0038022813688212928
"Yunnan",2002,0,0.0
"Taiwan",2002,20,0.025348542458808618
"Guangdong",2002,24,0.030418250950570342
"Guangxi",2002,24,0.030418250950570342
"HongKong",2002,2,0.0025348542458808617
"Outside",2002,13,0.016476552598225603
"Mongolia",2003,1,0.0013192612137203166
"Heilongjiang",2003,5,0.006596306068601583
"Jilin",2003,0,0.0
"Beijing",2003,2,0.002638522427440633
"Hebei",2003,0,0.0
"Shandong",2003,0,0.0
"Henan",2003,1,0.0013192612137203166
"Jiangsu",2003,5,0.006596306068601583
"Anhui",2003,0,0.0
"Shanghai",2003,1,0.0013192612137203166
"Hubei",2003,2,0.002638522427440633
"Zhejiang",2003,8,0.010554089709762533
"Tibet",2003,1,0.0013192612137203166
"Jiangxi",2003,46,0.06068601583113457
"Hunan",2003,18,0.023746701846965697
"Guizhou",2003,7,0.009234828496042216
"Fujian",2003,0,0.0
"Yunnan",2003,1,0.0013192612137203166
"Taiwan",2003,4,0.005277044854881266
"Guangdong",2003,30,0.0395778364116095
"Guangxi",2003,21,0.027704485488126648
"HongKong",2003,0,0.0
"Outside",2003,25,0.032981530343007916
"Mongolia",2004,0,0.0
"Heilongjiang",2004,5,0.005434782608695652
"Jilin",2004,0,0.0
"Beijing",2004,0,0.0
"Hebei",2004,1,0.0010869565217391304
"Shandong",2004,1,0.0010869565217391304
"Henan",2004,0,0.0
"Jiangsu",2004,18,0.01956521739130435
"Anhui",2004,0,0.0
"Shanghai",2004,0,0.0
"Hubei",2004,1,0.0010869565217391304
"Zhejiang",2004,8,0.008695652173913044
"Tibet",2004,0,0.0
"Jiangxi",2004,66,0.07173913043478261
"Hunan",2004,11,0.011956521739130435
"Guizhou",2004,23,0.025
"Fujian",2004,16,0.017391304347826087
"Yunnan",2004,0,0.0
"Taiwan",2004,0,0.0
"Guangdong",2004,23,0.025
"Guangxi",2004,49,0.05326086956521739
"HongKong",2004,5,0.005434782608695652
"Outside",2004,46,0.05
"Mongolia",2005,2,0.0019860973187686196
"Heilongjiang",2005,0,0.0
"Jilin",2005,0,0.0
"Beijing",2005,0,0.0
"Hebei",2005,0,0.0
"Shandong",2005,0,0.0
"Henan",2005,0,0.0
"Jiangsu",2005,2,0.0019860973187686196
"Anhui",2005,0,0.0
"Shanghai",2005,1,9.930486593843098E-4
"Hubei",2005,0,0.0
"Zhejiang",2005,0,0.0
"Tibet",2005,0,0.0
"Jiangxi",2005,61,0.0605759682224429
"Hunan",2005,4,0.003972194637537239
"Guizhou",2005,25,0.024826216484607744
"Fujian",2005,27,0.026812313803376366
"Yunnan",2005,7,0.006951340615690168
"Taiwan",2005,0,0.0
"Guangdong",2005,39,0.038728897715988087
"Guangxi",2005,62,0.06156901688182721
"HongKong",2005,4,0.003972194637537239
"Outside",2005,57,0.05660377358490566
"Mongolia",2006,5,0.005574136008918618
"Heilongjiang",2006,0,0.0
"Jilin",2006,0,0.0
"Beijing",2006,0,0.0
"Hebei",2006,0,0.0
"Shandong",2006,0,0.0
"Henan",2006,0,0.0
"Jiangsu",2006,8,0.008918617614269788
"Anhui",2006,0,0.0
"Shanghai",2006,8,0.008918617614269788
"Hubei",2006,0,0.0
"Zhejiang",2006,0,0.0
"Tibet",2006,0,0.0
"Jiangxi",2006,39,0.043478260869565216
"Hunan",2006,6,0.006688963210702341
"Guizhou",2006,20,0.022296544035674472
"Fujian",2006,29,0.032329988851727984
"Yunnan",2006,2,0.002229654403567447
"Taiwan",2006,0,0.0
"Guangdong",2006,24,0.026755852842809364
"Guangxi",2006,34,0.0379041248606466
"HongKong",2006,24,0.026755852842809364
"Outside",2006,86,0.09587513935340022
"Mongolia",2007,0,0.0
"Heilongjiang",2007,0,0.0
"Jilin",2007,0,0.0
"Beijing",2007,0,0.0
"Hebei",2007,0,0.0
"Shandong",2007,1,0.0010245901639344263
"Henan",2007,0,0.0
"Jiangsu",2007,11,0.011270491803278689
"Anhui",2007,0,0.0
"Shanghai",2007,10,0.010245901639344262
"Hubei",2007,0,0.0
"Zhejiang",2007,3,0.0030737704918032786
"Tibet",2007,0,0.0
"Jiangxi",2007,47,0.04815573770491803
"Hunan",2007,23,0.0235655737704918
"Guizhou",2007,14,0.014344262295081968
"Fujian",2007,26,0.02663934426229508
"Yunnan",2007,0,0.0
"Taiwan",2007,8,0.00819672131147541
"Guangdong",2007,4,0.004098360655737705
"Guangxi",2007,6,0.006147540983606557
"HongKong",2007,34,0.03483606557377049
"Outside",2007,38,0.0389344262295082
"Mongolia",2008,0,0.0
"Heilongjiang",2008,0,0.0
"Jilin",2008,0,0.0
"Beijing",2008,0,0.0
"Hebei",2008,10,0.013297872340425532
"Shandong",2008,12,0.015957446808510637
"Henan",2008,0,0.0
"Jiangsu",2008,15,0.0199468085106383
"Anhui",2008,0,0.0
"Shanghai",2008,2,0.0026595744680851063
"Hubei",2008,2,0.0026595744680851063
"Zhejiang",2008,8,0.010638297872340425
"Tibet",2008,0,0.0
"Jiangxi",2008,66,0.08776595744680851
"Hunan",2008,16,0.02127659574468085
"Guizhou",2008,0,0.0
"Fujian",2008,0,0.0
"Yunnan",2008,0,0.0
"Taiwan",2008,2,0.0026595744680851063
"Guangdong",2008,8,0.010638297872340425
"Guangxi",2008,16,0.02127659574468085
"HongKong",2008,22,0.02925531914893617
"Outside",2008,64,0.0851063829787234
"Mongolia",2009,0,0.0
"Heilongjiang",2009,0,0.0
"Jilin",2009,0,0.0
"Beijing",2009,0,0.0
"Hebei",2009,0,0.0
"Shandong",2009,0,0.0
"Henan",2009,0,0.0
"Jiangsu",2009,16,0.018140589569160998
"Anhui",2009,0,0.0
"Shanghai",2009,14,0.015873015873015872
"Hubei",2009,1,0.0011337868480725624
"Zhejiang",2009,16,0.018140589569160998
"Tibet",2009,5,0.005668934240362812
"Jiangxi",2009,42,0.047619047619047616
"Hunan",2009,17,0.01927437641723356
"Guizhou",2009,1,0.0011337868480725624
"Fujian",2009,0,0.0
"Yunnan",2009,0,0.0
"Taiwan",2009,0,0.0
"Guangdong",2009,0,0.0
"Guangxi",2009,26,0.02947845804988662
"HongKong",2009,34,0.03854875283446712
"Outside",2009,56,0.06349206349206349
"Mongolia",2010,0,0.0
"Heilongjiang",2010,0,0.0
"Jilin",2010,0,0.0
"Beijing",2010,0,0.0
"Hebei",2010,10,0.0125
"Shandong",2010,2,0.0025
"Henan",2010,0,0.0
"Jiangsu",2010,31,0.03875
"Anhui",2010,0,0.0
"Shanghai",2010,24,0.03
"Hubei",2010,0,0.0
"Zhejiang",2010,31,0.03875
"Tibet",2010,5,0.00625
"Jiangxi",2010,25,0.03125
"Hunan",2010,30,0.0375
"Guizhou",2010,9,0.01125
"Fujian",2010,0,0.0
"Yunnan",2010,0,0.0
"Taiwan",2010,0,0.0
"Guangdong",2010,3,0.00375
"Guangxi",2010,11,0.01375
"HongKong",2010,27,0.03375
"Outside",2010,10,0.0125
"Mongolia",2011,0,0.0
"Heilongjiang",2011,0,0.0
"Jilin",2011,0,0.0
"Beijing",2011,0,0.0
"Hebei",2011,0,0.0
"Shandong",2011,0,0.0
"Henan",2011,0,0.0
"Jiangsu",2011,17,0.03231939163498099
"Anhui",2011,0,0.0
"Shanghai",2011,9,0.017110266159695818
"Hubei",2011,0,0.0
"Zhejiang",2011,34,0.06463878326996197
"Tibet",2011,0,0.0
"Jiangxi",2011,7,0.013307984790874524
"Hunan",2011,35,0.06653992395437262
"Guizhou",2011,1,0.0019011406844106464
"Fujian",2011,0,0.0
"Yunnan",2011,0,0.0
"Taiwan",2011,0,0.0
"Guangdong",2011,20,0.03802281368821293
"Guangxi",2011,0,0.0
"HongKong",2011,0,0.0
"Outside",2011,23,0.043726235741444866
"Mongolia",2012,0,0.0
"Heilongjiang",2012,0,0.0
"Jilin",2012,0,0.0
"Beijing",2012,0,0.0
"Hebei",2012,0,0.0
"Shandong",2012,1,0.0029239766081871343
"Henan",2012,0,0.0
"Jiangsu",2012,0,0.0
"Anhui",2012,0,0.0
"Shanghai",2012,13,0.038011695906432746
"Hubei",2012,0,0.0
"Zhejiang",2012,23,0.06725146198830409
"Tibet",2012,0,0.0
"Jiangxi",2012,2,0.005847953216374269
"Hunan",2012,1,0.0029239766081871343
"Guizhou",2012,0,0.0
"Fujian",2012,0,0.0
"Yunnan",2012,0,0.0
"Taiwan",2012,0,0.0
"Guangdong",2012,1,0.0029239766081871343
"Guangxi",2012,0,0.0
"HongKong",2012,0,0.0
"Outside",2012,21,0.06140350877192982
"Mongolia",2013,0,0.0
"Heilongjiang",2013,0,0.0
"Jilin",2013,0,0.0
"Beijing",2013,0,0.0
"Hebei",2013,0,0.0
"Shandong",2013,0,0.0
"Henan",2013,0,0.0
"Jiangsu",2013,1,0.0023148148148148147
"Anhui",2013,0,0.0
"Shanghai",2013,7,0.016203703703703703
"Hubei",2013,0,0.0
"Zhejiang",2013,1,0.0023148148148148147
"Tibet",2013,0,0.0
"Jiangxi",2013,0,0.0
"Hunan",2013,0,0.0
"Guizhou",2013,0,0.0
"Fujian",2013,0,0.0
"Yunnan",2013,0,0.0
"Taiwan",2013,0,0.0
"Guangdong",2013,0,0.0
"Guangxi",2013,0,0.0
"HongKong",2013,0,0.0
"Outside",2013,2,0.004629629629629629
